"Time","192.168.2.2:9100","192.168.2.3:9100","192.168.2.4:9100","192.168.3.2:9100","192.168.3.3:9100","192.168.3.4:9100"
2025-05-08 09:19:00,2.57 Gb/s,2.14 Gb/s,4.61 Gb/s,3.31 Gb/s,4.66 Gb/s,2.26 Gb/s
2025-05-08 09:19:30,2.31 Gb/s,2.01 Gb/s,4.05 Gb/s,2.83 Gb/s,4.46 Gb/s,1.58 Gb/s
2025-05-08 09:20:00,2.13 Gb/s,1.82 Gb/s,3.69 Gb/s,2.25 Gb/s,4.43 Gb/s,1.69 Gb/s
2025-05-08 09:20:30,1.65 Gb/s,1.75 Gb/s,3.09 Gb/s,1.82 Gb/s,4.64 Gb/s,2.11 Gb/s
2025-05-08 09:21:00,1.51 Gb/s,1.81 Gb/s,2.88 Gb/s,1.51 Gb/s,4.75 Gb/s,2.22 Gb/s
2025-05-08 09:21:30,1.38 Gb/s,1.78 Gb/s,2.85 Gb/s,1.85 Gb/s,4.96 Gb/s,2.40 Gb/s
2025-05-08 09:22:00,1.47 Gb/s,1.74 Gb/s,2.76 Gb/s,2.12 Gb/s,4.86 Gb/s,2.50 Gb/s
2025-05-08 09:22:30,1.63 Gb/s,1.75 Gb/s,3.06 Gb/s,2.14 Gb/s,5.14 Gb/s,2.25 Gb/s
2025-05-08 09:23:00,1.63 Gb/s,1.85 Gb/s,3.21 Gb/s,2.61 Gb/s,5.28 Gb/s,2.52 Gb/s
2025-05-08 09:23:30,1.87 Gb/s,1.85 Gb/s,3.51 Gb/s,2.39 Gb/s,5.10 Gb/s,2.43 Gb/s
2025-05-08 09:24:00,1.89 Gb/s,1.81 Gb/s,3.48 Gb/s,2.31 Gb/s,5.26 Gb/s,2.49 Gb/s
2025-05-08 09:24:30,1.67 Gb/s,1.91 Gb/s,3.10 Gb/s,2.60 Gb/s,5.17 Gb/s,3.11 Gb/s
2025-05-08 09:25:00,1.47 Gb/s,1.93 Gb/s,2.89 Gb/s,2.49 Gb/s,5.19 Gb/s,3.16 Gb/s
2025-05-08 09:25:30,1.36 Gb/s,1.95 Gb/s,2.80 Gb/s,2.89 Gb/s,4.85 Gb/s,3.11 Gb/s
2025-05-08 09:26:00,1.21 Gb/s,1.87 Gb/s,2.68 Gb/s,3.20 Gb/s,4.86 Gb/s,2.87 Gb/s
2025-05-08 09:26:30,1.37 Gb/s,1.90 Gb/s,2.82 Gb/s,3.38 Gb/s,4.65 Gb/s,2.92 Gb/s
2025-05-08 09:27:00,1.24 Gb/s,1.86 Gb/s,2.76 Gb/s,3.46 Gb/s,4.68 Gb/s,3.08 Gb/s
2025-05-08 09:27:30,1.22 Gb/s,1.93 Gb/s,2.93 Gb/s,3.86 Gb/s,4.20 Gb/s,2.78 Gb/s
2025-05-08 09:28:00,1.36 Gb/s,1.83 Gb/s,2.92 Gb/s,3.65 Gb/s,3.80 Gb/s,2.32 Gb/s
2025-05-08 09:28:30,1.32 Gb/s,2.09 Gb/s,2.78 Gb/s,3.58 Gb/s,3.86 Gb/s,2.18 Gb/s
2025-05-08 09:29:00,1.35 Gb/s,2.03 Gb/s,3.11 Gb/s,3.48 Gb/s,3.62 Gb/s,1.89 Gb/s
2025-05-08 09:29:30,1.50 Gb/s,1.96 Gb/s,3.23 Gb/s,3.66 Gb/s,3.71 Gb/s,2.17 Gb/s
2025-05-08 09:30:00,1.54 Gb/s,1.94 Gb/s,3.35 Gb/s,3.66 Gb/s,3.81 Gb/s,2.38 Gb/s
2025-05-08 09:30:30,1.51 Gb/s,1.78 Gb/s,3.37 Gb/s,3.88 Gb/s,3.66 Gb/s,2.40 Gb/s
2025-05-08 09:31:00,1.31 Gb/s,1.73 Gb/s,2.89 Gb/s,3.82 Gb/s,3.66 Gb/s,2.57 Gb/s
2025-05-08 09:31:30,1.24 Gb/s,1.62 Gb/s,2.64 Gb/s,3.62 Gb/s,3.44 Gb/s,2.55 Gb/s
