"Time","192.168.2.2:9100","192.168.2.3:9100","192.168.3.2:9100","192.168.3.3:9100"
2025-05-02 16:16:00,6.24 Gb/s,7.20 Gb/s,10.5 Gb/s,7.29 Gb/s
2025-05-02 16:16:30,6.33 Gb/s,7.31 Gb/s,11.0 Gb/s,7.19 Gb/s
2025-05-02 16:17:00,6.73 Gb/s,6.99 Gb/s,10.8 Gb/s,7.20 Gb/s
2025-05-02 16:17:30,7.45 Gb/s,7.36 Gb/s,10.6 Gb/s,7.45 Gb/s
2025-05-02 16:18:00,7.59 Gb/s,7.10 Gb/s,10.5 Gb/s,8.12 Gb/s
2025-05-02 16:18:30,7.91 Gb/s,6.18 Gb/s,9.80 Gb/s,8.30 Gb/s
2025-05-02 16:19:00,7.63 Gb/s,5.55 Gb/s,9.04 Gb/s,9.00 Gb/s
2025-05-02 16:19:30,7.75 Gb/s,4.60 Gb/s,8.59 Gb/s,8.87 Gb/s
2025-05-02 16:20:00,7.94 Gb/s,4.61 Gb/s,8.25 Gb/s,8.50 Gb/s
2025-05-02 16:20:30,8.05 Gb/s,4.53 Gb/s,7.97 Gb/s,7.79 Gb/s
2025-05-02 16:21:00,8.23 Gb/s,4.86 Gb/s,7.34 Gb/s,7.32 Gb/s
2025-05-02 16:21:30,8.75 Gb/s,5.25 Gb/s,7.33 Gb/s,7.36 Gb/s
2025-05-02 16:22:00,8.49 Gb/s,6.51 Gb/s,7.77 Gb/s,7.63 Gb/s
2025-05-02 16:22:30,8.87 Gb/s,7.02 Gb/s,8.53 Gb/s,8.06 Gb/s
2025-05-02 16:23:00,8.53 Gb/s,7.29 Gb/s,10.0 Gb/s,8.25 Gb/s
2025-05-02 16:23:30,8.74 Gb/s,7.43 Gb/s,10.4 Gb/s,8.19 Gb/s
2025-05-02 16:24:00,7.93 Gb/s,7.23 Gb/s,10.5 Gb/s,8.37 Gb/s
2025-05-02 16:24:30,8.00 Gb/s,7.67 Gb/s,10.4 Gb/s,8.10 Gb/s
2025-05-02 16:25:00,7.61 Gb/s,7.69 Gb/s,9.94 Gb/s,8.92 Gb/s
2025-05-02 16:25:30,7.81 Gb/s,7.62 Gb/s,10.2 Gb/s,8.75 Gb/s
2025-05-02 16:26:00,7.71 Gb/s,7.37 Gb/s,10.2 Gb/s,8.80 Gb/s
2025-05-02 16:26:30,8.24 Gb/s,7.23 Gb/s,10.4 Gb/s,8.96 Gb/s
2025-05-02 16:27:00,7.99 Gb/s,7.29 Gb/s,10.5 Gb/s,8.68 Gb/s
2025-05-02 16:27:30,7.60 Gb/s,7.70 Gb/s,10.3 Gb/s,8.62 Gb/s
2025-05-02 16:28:00,7.33 Gb/s,7.87 Gb/s,9.39 Gb/s,8.20 Gb/s
2025-05-02 16:28:30,6.41 Gb/s,7.65 Gb/s,9.84 Gb/s,8.19 Gb/s
2025-05-02 16:29:00,5.48 Gb/s,7.53 Gb/s,8.51 Gb/s,8.38 Gb/s
2025-05-02 16:29:30,4.55 Gb/s,7.22 Gb/s,9.13 Gb/s,8.62 Gb/s
2025-05-02 16:30:00,4.27 Gb/s,7.22 Gb/s,9.55 Gb/s,8.94 Gb/s
2025-05-02 16:30:30,4.18 Gb/s,7.38 Gb/s,9.87 Gb/s,8.34 Gb/s
2025-05-02 16:31:00,5.32 Gb/s,7.85 Gb/s,10.7 Gb/s,7.88 Gb/s
2025-05-02 16:31:30,6.51 Gb/s,8.13 Gb/s,10.2 Gb/s,7.96 Gb/s
2025-05-02 16:32:00,6.86 Gb/s,8.29 Gb/s,10.4 Gb/s,7.92 Gb/s
2025-05-02 16:32:30,7.60 Gb/s,8.23 Gb/s,9.43 Gb/s,8.46 Gb/s
2025-05-02 16:33:00,7.64 Gb/s,7.95 Gb/s,9.29 Gb/s,8.28 Gb/s
2025-05-02 16:33:30,7.65 Gb/s,7.31 Gb/s,8.43 Gb/s,8.90 Gb/s
2025-05-02 16:34:00,8.10 Gb/s,7.06 Gb/s,9.03 Gb/s,9.01 Gb/s
2025-05-02 16:34:30,8.38 Gb/s,6.39 Gb/s,9.48 Gb/s,8.63 Gb/s
2025-05-02 16:35:00,8.22 Gb/s,6.16 Gb/s,10.6 Gb/s,8.31 Gb/s
2025-05-02 16:35:30,8.42 Gb/s,6.57 Gb/s,10.8 Gb/s,7.26 Gb/s
2025-05-02 16:36:00,7.85 Gb/s,6.28 Gb/s,10.2 Gb/s,6.83 Gb/s
2025-05-02 16:36:30,7.95 Gb/s,6.70 Gb/s,9.88 Gb/s,6.93 Gb/s
2025-05-02 16:37:00,8.41 Gb/s,6.48 Gb/s,9.67 Gb/s,7.12 Gb/s
2025-05-02 16:37:30,8.27 Gb/s,6.36 Gb/s,9.06 Gb/s,7.65 Gb/s
2025-05-02 16:38:00,7.70 Gb/s,6.46 Gb/s,9.08 Gb/s,8.46 Gb/s
2025-05-02 16:38:30,7.03 Gb/s,6.94 Gb/s,9.39 Gb/s,8.92 Gb/s
2025-05-02 16:39:00,6.66 Gb/s,7.39 Gb/s,9.63 Gb/s,9.28 Gb/s
2025-05-02 16:39:30,6.90 Gb/s,7.33 Gb/s,9.91 Gb/s,9.01 Gb/s
2025-05-02 16:40:00,7.40 Gb/s,7.34 Gb/s,10.3 Gb/s,8.29 Gb/s
2025-05-02 16:40:30,8.22 Gb/s,7.16 Gb/s,10.3 Gb/s,8.28 Gb/s
2025-05-02 16:41:00,8.26 Gb/s,7.38 Gb/s,9.98 Gb/s,8.79 Gb/s
2025-05-02 16:41:30,8.17 Gb/s,7.70 Gb/s,8.87 Gb/s,8.89 Gb/s
