"Time","192.168.2.2:9100","192.168.2.3:9100","192.168.2.4:9100","192.168.3.2:9100","192.168.3.3:9100","192.168.3.4:9100"
2025-05-08 01:05:30,2.12 Gb/s,2.42 Gb/s,2.51 Gb/s,1.70 Gb/s,2.37 Gb/s,1.53 Gb/s
2025-05-08 01:06:00,2.35 Gb/s,2.51 Gb/s,2.60 Gb/s,1.83 Gb/s,1.79 Gb/s,1.49 Gb/s
2025-05-08 01:06:30,2.38 Gb/s,2.68 Gb/s,2.24 Gb/s,2.36 Gb/s,1.26 Gb/s,1.65 Gb/s
2025-05-08 01:07:00,2.52 Gb/s,2.83 Gb/s,1.88 Gb/s,2.87 Gb/s,1.20 Gb/s,1.83 Gb/s
2025-05-08 01:07:30,2.69 Gb/s,2.83 Gb/s,1.62 Gb/s,3.34 Gb/s,1.34 Gb/s,2.33 Gb/s
2025-05-08 01:08:00,2.63 Gb/s,2.63 Gb/s,1.60 Gb/s,3.56 Gb/s,1.35 Gb/s,2.32 Gb/s
2025-05-08 01:08:30,2.35 Gb/s,2.08 Gb/s,1.63 Gb/s,3.23 Gb/s,1.40 Gb/s,2.45 Gb/s
2025-05-08 01:09:00,2.14 Gb/s,1.60 Gb/s,1.56 Gb/s,2.95 Gb/s,1.24 Gb/s,2.21 Gb/s
2025-05-08 01:09:30,1.74 Gb/s,1.36 Gb/s,1.48 Gb/s,2.40 Gb/s,1.19 Gb/s,1.91 Gb/s
2025-05-08 01:10:00,1.84 Gb/s,1.37 Gb/s,1.20 Gb/s,1.95 Gb/s,1.09 Gb/s,1.85 Gb/s
